,as_of_date,company_name,followers_count
7371,2015-10-01,Illumina,47159
7397,2015-10-01,NVIDIA,142875
7400,2015-10-01,PepsiCo,1030520
7407,2015-10-01,Copart,9143
7410,2015-10-01,Intuit,99490
7415,2015-10-01,Amgen,189807
7418,2015-10-01,Microsoft,2568570
7423,2015-10-01,Facebook,1050249
7476,2015-10-02,AMD,119552
7491,2015-10-02,Cognizant,720071
7502,2015-10-02,CDW,55690
7505,2015-10-02,Intel Corporation,643471
7512,2015-10-02,Cisco,1061005
7513,2015-10-02,Fiserv,92507
7523,2015-10-02,Sirius XM Radio Inc.,20831
7527,2015-10-02,T-Mobile,168463
7534,2015-10-02,eBay,200739
7538,2015-10-02,Amazon,1332465
7539,2015-10-02,Adobe,480615
7550,2015-10-02,Xilinx,50487
7560,2015-10-02,Apple,2620826
7568,2015-10-02,Cintas,46887
7571,2015-10-02,Verisk Analytics,7550
7577,2015-10-02,Google,3659227
7588,2015-10-02,Texas Instruments,162216
7597,2015-10-02,Exelon,45217
7605,2015-10-02,TripAdvisor,104183
7607,2015-10-02,Workday,78415
7612,2015-10-02,Biogen,84298
7615,2015-10-02,CSX,38839
7620,2015-10-02,Electronic Arts (EA),213578
7639,2015-10-02,Starbucks,608740
7651,2015-10-02,Gilead Sciences,93269
7652,2015-10-02,Dollar Tree Stores,21446
7655,2015-10-02,Cerner Corporation,82618
7674,2015-10-02,Fastenal,25411
7679,2015-10-02,Netflix,235900
7683,2015-10-02,Costco Wholesale,114750
7698,2015-10-02,Splunk,45587
7702,2015-10-02,Vertex Pharmaceuticals,46432
7720,2015-10-02,Cadence Design Systems,40629
7741,2015-10-02,Comcast,138887
7743,2015-10-02,O'Reilly Auto Parts,15507
7758,2015-10-02,PACCAR,27279
7790,2015-10-02,NetEase,13576
7802,2015-10-02,Activision,69364
7803,2015-10-02,Qualcomm,221535
7806,2015-10-02,Paychex,39653
7824,2015-10-02,Dexcom,7002
7858,2015-10-02,ADP,265660
7915,2015-10-02,Illumina,47221
7941,2015-10-02,NVIDIA,143039
7944,2015-10-02,PepsiCo,1031554
7951,2015-10-02,Copart,9157
7955,2015-10-02,Intuit,99585
7960,2015-10-02,Amgen,189984
7965,2015-10-02,Microsoft,2570432
7967,2015-10-02,Facebook,1051245
8020,2015-10-03,AMD,119621
8035,2015-10-03,Cognizant,720793
8046,2015-10-03,CDW,55719
8049,2015-10-03,Intel Corporation,643867
8056,2015-10-03,Cisco,1061747
8057,2015-10-03,Fiserv,92591
8067,2015-10-03,Sirius XM Radio Inc.,20850
8071,2015-10-03,T-Mobile,168572
8078,2015-10-03,eBay,200902
8081,2015-10-03,Adobe,481001
8083,2015-10-03,Amazon,1333557
8094,2015-10-03,Xilinx,50514
8104,2015-10-03,Apple,2622621
8112,2015-10-03,Cintas,46918
8114,2015-10-03,Verisk Analytics,7568
8121,2015-10-03,Google,3661494
8132,2015-10-03,Texas Instruments,162382
8141,2015-10-03,Exelon,45242
8149,2015-10-03,TripAdvisor,104275
8151,2015-10-03,Workday,78521
8156,2015-10-03,Biogen,84389
8159,2015-10-03,CSX,38871
8164,2015-10-03,Electronic Arts (EA),213675
8185,2015-10-03,Starbucks,609176
8195,2015-10-03,Gilead Sciences,93389
8196,2015-10-03,Dollar Tree Stores,21461
8199,2015-10-03,Cerner Corporation,82674
8218,2015-10-03,Fastenal,25433
8223,2015-10-03,Netflix,236198
8228,2015-10-03,Costco Wholesale,114831
8242,2015-10-03,Splunk,45646
8246,2015-10-03,Vertex Pharmaceuticals,46481
8264,2015-10-03,Cadence Design Systems,40655
8284,2015-10-03,Comcast,138986
8287,2015-10-03,O'Reilly Auto Parts,15514
8302,2015-10-03,PACCAR,27294
8334,2015-10-03,NetEase,13596
8346,2015-10-03,Activision,69407
8347,2015-10-03,Qualcomm,221648
8350,2015-10-03,Paychex,39678
8368,2015-10-03,Dexcom,7020
8402,2015-10-03,ADP,265834
8459,2015-10-03,Illumina,47270
8485,2015-10-03,NVIDIA,143191
8488,2015-10-03,PepsiCo,1032266
8495,2015-10-03,Copart,9160
8498,2015-10-03,Intuit,99646
8504,2015-10-03,Amgen,190131
8510,2015-10-03,Facebook,1052023
8514,2015-10-03,Microsoft,2572049
8564,2015-10-04,AMD,119665
8579,2015-10-04,Cognizant,721295
8590,2015-10-04,CDW,55730
8593,2015-10-04,Intel Corporation,644181
8600,2015-10-04,Cisco,1062310
8601,2015-10-04,Fiserv,92648
8611,2015-10-04,Sirius XM Radio Inc.,20862
8616,2015-10-04,T-Mobile,168677
8622,2015-10-04,eBay,201033
8625,2015-10-04,Adobe,481301
8627,2015-10-04,Amazon,1334470
8638,2015-10-04,Xilinx,50542
8648,2015-10-04,Apple,2623924
8656,2015-10-04,Cintas,46939
8658,2015-10-04,Verisk Analytics,7583
8665,2015-10-04,Google,3663184
8676,2015-10-04,Texas Instruments,162507
8685,2015-10-04,Exelon,45253
8693,2015-10-04,TripAdvisor,104356
8695,2015-10-04,Workday,78586
8700,2015-10-04,Biogen,84471
8703,2015-10-04,CSX,38883
8708,2015-10-04,Electronic Arts (EA),213732
8727,2015-10-04,Starbucks,609577
8739,2015-10-04,Gilead Sciences,93490
8740,2015-10-04,Dollar Tree Stores,21481
8743,2015-10-04,Cerner Corporation,82712
8762,2015-10-04,Fastenal,25444
8767,2015-10-04,Netflix,236402
8772,2015-10-04,Costco Wholesale,114908
8786,2015-10-04,Splunk,45689
8790,2015-10-04,Vertex Pharmaceuticals,46532
8808,2015-10-04,Cadence Design Systems,40684
8829,2015-10-04,Comcast,139059
8831,2015-10-04,O'Reilly Auto Parts,15522
8846,2015-10-04,PACCAR,27311
8878,2015-10-04,NetEase,13619
8890,2015-10-04,Activision,69431
8891,2015-10-04,Qualcomm,221723
8894,2015-10-04,Paychex,39698
8912,2015-10-04,Dexcom,7030
8946,2015-10-04,ADP,265931
9003,2015-10-04,Illumina,47301
9029,2015-10-04,NVIDIA,143307
9032,2015-10-04,PepsiCo,1032834
9039,2015-10-04,Copart,9166
9042,2015-10-04,Intuit,99707
9048,2015-10-04,Microsoft,2573215
9049,2015-10-04,Amgen,190269
9055,2015-10-04,Facebook,1052604
9101,2015-10-05,AMD,119743
9115,2015-10-05,Cognizant,722166
9126,2015-10-05,CDW,55763
9129,2015-10-05,Intel Corporation,644679
9137,2015-10-05,Cisco,1063230
9138,2015-10-05,Fiserv,92762
9147,2015-10-05,Sirius XM Radio Inc.,20884
9151,2015-10-05,T-Mobile,168831
9158,2015-10-05,eBay,201267
9162,2015-10-05,Adobe,481856
9163,2015-10-05,Amazon,1335845
9174,2015-10-05,Xilinx,50595
9184,2015-10-05,Apple,2626281
9192,2015-10-05,Cintas,46977
9194,2015-10-05,Verisk Analytics,7625
9201,2015-10-05,Google,3665968
9212,2015-10-05,Texas Instruments,162695
9221,2015-10-05,Exelon,45276
9229,2015-10-05,TripAdvisor,104492
9231,2015-10-05,Workday,78722
9232,2015-10-05,Biogen,84621
9236,2015-10-05,CSX,38921
9247,2015-10-05,Starbucks,610194
9276,2015-10-05,Cadence Design Systems,40727
9289,2015-10-05,Comcast,139215
9303,2015-10-05,PACCAR,27331
9322,2015-10-05,NetEase,13649
9333,2015-10-05,Activision,69501
9334,2015-10-05,Qualcomm,221848
9337,2015-10-05,Paychex,39729
9355,2015-10-05,Dexcom,7050
9386,2015-10-05,ADP,266142
9431,2015-10-05,Illumina,47372
9445,2015-10-05,NVIDIA,143486
9447,2015-10-05,PepsiCo,1033924
9455,2015-10-05,Copart,9176
9458,2015-10-05,Intuit,99799
9464,2015-10-05,Amgen,190498
9465,2015-10-05,Microsoft,2575305
9471,2015-10-05,Facebook,1053585
9524,2015-10-06,AMD,119848
9540,2015-10-06,Cognizant,722991
9551,2015-10-06,CDW,55808
9555,2015-10-06,Intel Corporation,645257
9562,2015-10-06,Cisco,1063978
9563,2015-10-06,Fiserv,92897
9572,2015-10-06,Sirius XM Radio Inc.,20903
9576,2015-10-06,T-Mobile,168972
9583,2015-10-06,eBay,201489
9587,2015-10-06,Adobe,482422
9588,2015-10-06,Amazon,1337454
9599,2015-10-06,Xilinx,50660
9609,2015-10-06,Apple,2628426
9617,2015-10-06,Cintas,47025
9619,2015-10-06,Verisk Analytics,7660
9626,2015-10-06,Google,3669260
9637,2015-10-06,Texas Instruments,162878
9646,2015-10-06,Exelon,45320
9654,2015-10-06,TripAdvisor,104677
9656,2015-10-06,Workday,78850
9657,2015-10-06,Biogen,84735
9664,2015-10-06,CSX,38962
9669,2015-10-06,Electronic Arts (EA),214059
9688,2015-10-06,Starbucks,610919
9700,2015-10-06,Gilead Sciences,93920
9701,2015-10-06,Dollar Tree Stores,21534
9704,2015-10-06,Cerner Corporation,82889
9723,2015-10-06,Fastenal,25492
9728,2015-10-06,Netflix,237273
9733,2015-10-06,Costco Wholesale,115200
9747,2015-10-06,Splunk,45832
9751,2015-10-06,Vertex Pharmaceuticals,46668
9769,2015-10-06,Cadence Design Systems,40772
9790,2015-10-06,Comcast,139361
9792,2015-10-06,O'Reilly Auto Parts,15552
9807,2015-10-06,PACCAR,27352
9839,2015-10-06,NetEase,13679
9851,2015-10-06,Activision,69553
9852,2015-10-06,Qualcomm,221973
9855,2015-10-06,Paychex,39748
9873,2015-10-06,Dexcom,7070
9907,2015-10-06,ADP,266298
9964,2015-10-06,Illumina,47414
9990,2015-10-06,NVIDIA,143613
9993,2015-10-06,PepsiCo,1035200
10000,2015-10-06,Copart,9189
10003,2015-10-06,Intuit,99876
10009,2015-10-06,Microsoft,2577030
10010,2015-10-06,Amgen,190663
10016,2015-10-06,Facebook,1054672
10064,2015-10-07,AMD,119944
10079,2015-10-07,Cognizant,723974
10090,2015-10-07,CDW,55847
10094,2015-10-07,Intel Corporation,645854
10100,2015-10-07,Cisco,1065033
10101,2015-10-07,Fiserv,93057
10111,2015-10-07,Sirius XM Radio Inc.,20919
10115,2015-10-07,T-Mobile,169191
10122,2015-10-07,eBay,201733
10126,2015-10-07,Adobe,483079
10127,2015-10-07,Amazon,1339145
10138,2015-10-07,Xilinx,50730
10148,2015-10-07,Apple,2631408
10156,2015-10-07,Cintas,47090
10158,2015-10-07,Verisk Analytics,7695
10165,2015-10-07,Google,3672756
10176,2015-10-07,Texas Instruments,163041
10185,2015-10-07,Exelon,45365
10193,2015-10-07,TripAdvisor,104850
10195,2015-10-07,Workday,79040
10196,2015-10-07,Biogen,84886
10203,2015-10-07,CSX,39005
10208,2015-10-07,Electronic Arts (EA),214256
10221,2015-10-07,Starbucks,611665
10227,2015-10-07,Gilead Sciences,94135
10253,2015-10-07,Cadence Design Systems,40827
10266,2015-10-07,Comcast,139553
10280,2015-10-07,PACCAR,27396
10303,2015-10-07,NetEase,13710
10314,2015-10-07,Activision,69633
10315,2015-10-07,Qualcomm,222145
10318,2015-10-07,Paychex,39770
10336,2015-10-07,Dexcom,7091
10367,2015-10-07,ADP,266601
10412,2015-10-07,Illumina,47484
10430,2015-10-07,NVIDIA,143769
10433,2015-10-07,PepsiCo,1036490
10440,2015-10-07,Copart,9208
10443,2015-10-07,Intuit,99997
10448,2015-10-07,Amgen,190888
10450,2015-10-07,Microsoft,2579803
10456,2015-10-07,Facebook,1055858
10509,2015-10-08,AMD,120002
10529,2015-10-08,Cognizant,724806
10540,2015-10-08,CDW,55883
10544,2015-10-08,Intel Corporation,646370
10550,2015-10-08,Cisco,1065945
10551,2015-10-08,Fiserv,93158
10561,2015-10-08,Sirius XM Radio Inc.,20933
10565,2015-10-08,T-Mobile,169311
10572,2015-10-08,eBay,201930
10576,2015-10-08,Adobe,483621
10577,2015-10-08,Amazon,1340423
10588,2015-10-08,Xilinx,50763
10598,2015-10-08,Apple,2633665
10606,2015-10-08,Cintas,47120
10608,2015-10-08,Verisk Analytics,7719
10615,2015-10-08,Google,3675220
10626,2015-10-08,Texas Instruments,163213
10635,2015-10-08,Exelon,45403
10643,2015-10-08,TripAdvisor,104962
10645,2015-10-08,Workday,79165
10646,2015-10-08,Biogen,84999
10653,2015-10-08,CSX,39034
10658,2015-10-08,Electronic Arts (EA),214414
10677,2015-10-08,Starbucks,612180
10689,2015-10-08,Gilead Sciences,94292
10690,2015-10-08,Dollar Tree Stores,21586
10693,2015-10-08,Cerner Corporation,83037
10712,2015-10-08,Fastenal,25552
10717,2015-10-08,Netflix,238075
10722,2015-10-08,Costco Wholesale,115452
10736,2015-10-08,Splunk,45981
10740,2015-10-08,Vertex Pharmaceuticals,46767
10758,2015-10-08,Cadence Design Systems,40870
10779,2015-10-08,Comcast,139683
10781,2015-10-08,O'Reilly Auto Parts,15581
10796,2015-10-08,PACCAR,27422
10828,2015-10-08,NetEase,13751
10840,2015-10-08,Activision,69692
10841,2015-10-08,Qualcomm,222294
10844,2015-10-08,Paychex,39792
10862,2015-10-08,Dexcom,7106
10896,2015-10-08,ADP,266818
10953,2015-10-08,Illumina,47539
10979,2015-10-08,NVIDIA,143891
10982,2015-10-08,PepsiCo,1037325
10989,2015-10-08,Copart,9219
10992,2015-10-08,Intuit,100078
10997,2015-10-08,Amgen,191076
11000,2015-10-08,Microsoft,2582363
11005,2015-10-08,Facebook,1056813
11058,2015-10-09,AMD,120042
11078,2015-10-09,Cognizant,725389
11089,2015-10-09,CDW,55907
11092,2015-10-09,Intel Corporation,646709
11099,2015-10-09,Cisco,1066571
11100,2015-10-09,Fiserv,93206
11110,2015-10-09,Sirius XM Radio Inc.,20946
11114,2015-10-09,T-Mobile,169406
11121,2015-10-09,eBay,202062
11124,2015-10-09,Adobe,483971
11126,2015-10-09,Amazon,1341276
11137,2015-10-09,Xilinx,50789
11148,2015-10-09,Apple,2635111
11155,2015-10-09,Cintas,47139
11157,2015-10-09,Verisk Analytics,7736
11164,2015-10-09,Google,3676873
11175,2015-10-09,Texas Instruments,163321
11184,2015-10-09,Exelon,45415
11192,2015-10-09,TripAdvisor,105046
11194,2015-10-09,Workday,79242
11195,2015-10-09,Biogen,85077
11202,2015-10-09,CSX,39064
11207,2015-10-09,Electronic Arts (EA),214515
11226,2015-10-09,Starbucks,612565
11238,2015-10-09,Gilead Sciences,94415
11239,2015-10-09,Dollar Tree Stores,21607
11242,2015-10-09,Cerner Corporation,83078
11262,2015-10-09,Fastenal,25568
11266,2015-10-09,Netflix,238298
11271,2015-10-09,Costco Wholesale,115552
11285,2015-10-09,Splunk,46026
11289,2015-10-09,Vertex Pharmaceuticals,46797
11307,2015-10-09,Cadence Design Systems,40900
11328,2015-10-09,Comcast,139770
11330,2015-10-09,O'Reilly Auto Parts,15590
11345,2015-10-09,PACCAR,27447
11377,2015-10-09,NetEase,13775
11389,2015-10-09,Activision,69728
11390,2015-10-09,Qualcomm,222389
11394,2015-10-09,Paychex,39814
11411,2015-10-09,Dexcom,7126
11445,2015-10-09,ADP,266935
11502,2015-10-09,Illumina,47583
11525,2015-10-09,PepsiCo,1037884
11529,2015-10-09,NVIDIA,143967
11538,2015-10-09,Copart,9228
11541,2015-10-09,Intuit,100138
11547,2015-10-09,Amgen,191191
11548,2015-10-09,Microsoft,2583687
11554,2015-10-09,Facebook,1057415
11607,2015-10-10,AMD,120134
11629,2015-10-10,Cognizant,726327
11640,2015-10-10,CDW,55929
11643,2015-10-10,Intel Corporation,647242
11650,2015-10-10,Cisco,1067534
11651,2015-10-10,Fiserv,93304
11661,2015-10-10,Sirius XM Radio Inc.,20956
11665,2015-10-10,T-Mobile,169533
11672,2015-10-10,eBay,202291
11675,2015-10-10,Adobe,484507
11677,2015-10-10,Amazon,1342716
11688,2015-10-10,Xilinx,50838
11698,2015-10-10,Apple,2637238
11706,2015-10-10,Cintas,47172
11708,2015-10-10,Verisk Analytics,7766
11715,2015-10-10,Google,3679513
11726,2015-10-10,Texas Instruments,163483
11735,2015-10-10,Exelon,45457
11743,2015-10-10,TripAdvisor,105164
11745,2015-10-10,Workday,79394
11746,2015-10-10,Biogen,85196
11753,2015-10-10,CSX,39093
11758,2015-10-10,Electronic Arts (EA),214662
11778,2015-10-10,Starbucks,613172
11789,2015-10-10,Gilead Sciences,94592
11790,2015-10-10,Dollar Tree Stores,21626
11793,2015-10-10,Cerner Corporation,83134
11813,2015-10-10,Fastenal,25593
11817,2015-10-10,Netflix,238628
11822,2015-10-10,Costco Wholesale,115668
11836,2015-10-10,Splunk,46085
11840,2015-10-10,Vertex Pharmaceuticals,46849
11858,2015-10-10,Cadence Design Systems,40949
11879,2015-10-10,Comcast,139909
11881,2015-10-10,O'Reilly Auto Parts,15606
11896,2015-10-10,PACCAR,27466
11928,2015-10-10,NetEase,13822
11941,2015-10-10,Qualcomm,222520
11942,2015-10-10,Activision,69788
11945,2015-10-10,Paychex,39844
11962,2015-10-10,Dexcom,7161
11996,2015-10-10,ADP,267154
12053,2015-10-10,Illumina,47655
12079,2015-10-10,PepsiCo,1038787
12080,2015-10-10,NVIDIA,144089
12089,2015-10-10,Copart,9253
12092,2015-10-10,Intuit,100223
12097,2015-10-10,Amgen,191366
12098,2015-10-10,Microsoft,2585522
12105,2015-10-10,Facebook,1058376
12158,2015-10-11,AMD,120187
12180,2015-10-11,Cognizant,727081
12191,2015-10-11,CDW,55945
12196,2015-10-11,Intel Corporation,647630
12201,2015-10-11,Cisco,1068108
12202,2015-10-11,Fiserv,93380
12212,2015-10-11,Sirius XM Radio Inc.,20962
12216,2015-10-11,T-Mobile,169627
12223,2015-10-11,eBay,202438
12227,2015-10-11,Adobe,484844
12228,2015-10-11,Amazon,1343650
12239,2015-10-11,Xilinx,50864
12250,2015-10-11,Apple,2638899
12257,2015-10-11,Cintas,47192
12259,2015-10-11,Verisk Analytics,7775
12266,2015-10-11,Google,3681446
12277,2015-10-11,Texas Instruments,163586
12286,2015-10-11,Exelon,45474
12294,2015-10-11,TripAdvisor,105301
12296,2015-10-11,Workday,79453
12297,2015-10-11,Biogen,85269
12304,2015-10-11,CSX,39114
12309,2015-10-11,Electronic Arts (EA),214801
12329,2015-10-11,Starbucks,613576
12340,2015-10-11,Gilead Sciences,94713
12341,2015-10-11,Dollar Tree Stores,21645
12344,2015-10-11,Cerner Corporation,83192
12364,2015-10-11,Fastenal,25602
12368,2015-10-11,Netflix,238856
12373,2015-10-11,Costco Wholesale,115742
12387,2015-10-11,Splunk,46133
12391,2015-10-11,Vertex Pharmaceuticals,46883
12409,2015-10-11,Cadence Design Systems,40970
12430,2015-10-11,Comcast,139985
12432,2015-10-11,O'Reilly Auto Parts,15618
12447,2015-10-11,PACCAR,27487
12479,2015-10-11,NetEase,13849
12491,2015-10-11,Activision,69852
12493,2015-10-11,Qualcomm,222622
12496,2015-10-11,Paychex,39862
12513,2015-10-11,Dexcom,7187
12547,2015-10-11,ADP,267286
12604,2015-10-11,Illumina,47689
12630,2015-10-11,NVIDIA,144173
12632,2015-10-11,PepsiCo,1039482
12640,2015-10-11,Copart,9263
12643,2015-10-11,Intuit,100280
12648,2015-10-11,Microsoft,2587012
12649,2015-10-11,Amgen,191511
12656,2015-10-11,Facebook,1059097
12709,2015-10-13,AMD,120330
12731,2015-10-13,Cognizant,728971
12742,2015-10-13,CDW,56028
12748,2015-10-13,Intel Corporation,648721
12752,2015-10-13,Cisco,1070056
12753,2015-10-13,Fiserv,93652
12763,2015-10-13,Sirius XM Radio Inc.,20986
12767,2015-10-13,T-Mobile,169933
12774,2015-10-13,eBay,202903
12777,2015-10-13,Adobe,485928
12779,2015-10-13,Amazon,1346664
12790,2015-10-13,Xilinx,50975
12801,2015-10-13,Apple,2643602
12808,2015-10-13,Cintas,47280
12810,2015-10-13,Verisk Analytics,7835
12817,2015-10-13,Google,3687297
12828,2015-10-13,Texas Instruments,163940
12837,2015-10-13,Exelon,45559
12845,2015-10-13,TripAdvisor,105628
12847,2015-10-13,Workday,79719
12848,2015-10-13,Biogen,85517
12855,2015-10-13,CSX,39162
12860,2015-10-13,Electronic Arts (EA),215181
12880,2015-10-13,Starbucks,614790
12891,2015-10-13,Gilead Sciences,95108
12892,2015-10-13,Dollar Tree Stores,21692
12895,2015-10-13,Cerner Corporation,83338
12915,2015-10-13,Fastenal,25646
12919,2015-10-13,Netflix,239764
12924,2015-10-13,Costco Wholesale,116006
12938,2015-10-13,Splunk,46275
12942,2015-10-13,Vertex Pharmaceuticals,46973
12960,2015-10-13,Cadence Design Systems,41201
12981,2015-10-13,Comcast,140243
12983,2015-10-13,O'Reilly Auto Parts,15643
12998,2015-10-13,PACCAR,27535
13030,2015-10-13,NetEase,13924
13042,2015-10-13,Activision,70000
13043,2015-10-13,Qualcomm,222891
13047,2015-10-13,Paychex,39908
13064,2015-10-13,Dexcom,7266
13098,2015-10-13,ADP,267768
13155,2015-10-13,Illumina,47807
13181,2015-10-13,NVIDIA,144401
13183,2015-10-13,PepsiCo,1041634
13191,2015-10-13,Copart,9292
13194,2015-10-13,Intuit,100459
13197,2015-10-13,Microsoft,2591220
13200,2015-10-13,Amgen,191863
13207,2015-10-13,Facebook,1061090
13260,2015-10-14,AMD,120370
13282,2015-10-14,Cognizant,729601
13293,2015-10-14,CDW,56053
13299,2015-10-14,Intel Corporation,649100
13303,2015-10-14,Cisco,1070750
13304,2015-10-14,Fiserv,93711
13314,2015-10-14,Sirius XM Radio Inc.,20993
13318,2015-10-14,T-Mobile,170029
13325,2015-10-14,eBay,203027
13328,2015-10-14,Adobe,486269
13330,2015-10-14,Amazon,1347652
13341,2015-10-14,Xilinx,51011
13352,2015-10-14,Apple,2645145
13359,2015-10-14,Cintas,47311
13361,2015-10-14,Verisk Analytics,7845
13367,2015-10-14,Google,3689248
13379,2015-10-14,Texas Instruments,164038
13388,2015-10-14,Exelon,45574
13396,2015-10-14,TripAdvisor,105748
13398,2015-10-14,Workday,79793
13399,2015-10-14,Biogen,85584
13406,2015-10-14,CSX,39182
13411,2015-10-14,Electronic Arts (EA),215316
13430,2015-10-14,Starbucks,615195
13442,2015-10-14,Gilead Sciences,95228
13443,2015-10-14,Dollar Tree Stores,21706
13446,2015-10-14,Cerner Corporation,83382
13466,2015-10-14,Fastenal,25665
13470,2015-10-14,Netflix,240087
13475,2015-10-14,Costco Wholesale,116089
13489,2015-10-14,Splunk,46307
13493,2015-10-14,Vertex Pharmaceuticals,46996
13511,2015-10-14,Cadence Design Systems,41322
13531,2015-10-14,Comcast,140318
13534,2015-10-14,O'Reilly Auto Parts,15656
13549,2015-10-14,PACCAR,27547
13581,2015-10-14,NetEase,13956
13593,2015-10-14,Activision,70043
13594,2015-10-14,Qualcomm,222967
13597,2015-10-14,Paychex,39924
13615,2015-10-14,Dexcom,7280
13649,2015-10-14,ADP,267895
13706,2015-10-14,Illumina,47835
13732,2015-10-14,NVIDIA,144494
13735,2015-10-14,PepsiCo,1042294
13742,2015-10-14,Copart,9300
13745,2015-10-14,Intuit,100495
13748,2015-10-14,Microsoft,2592578
13751,2015-10-14,Amgen,191984
13758,2015-10-14,Facebook,1061791
13811,2015-10-15,AMD,120464
13834,2015-10-15,Cognizant,730684
13845,2015-10-15,CDW,56117
13851,2015-10-15,Intel Corporation,649743
13855,2015-10-15,Cisco,1072147
13856,2015-10-15,Fiserv,93858
13866,2015-10-15,Sirius XM Radio Inc.,21011
13870,2015-10-15,T-Mobile,170209
13877,2015-10-15,eBay,203267
13880,2015-10-15,Adobe,486946
13882,2015-10-15,Amazon,1349594
13893,2015-10-15,Xilinx,51095
13903,2015-10-15,Apple,2648046
13911,2015-10-15,Cintas,47358
13913,2015-10-15,Verisk Analytics,7872
13920,2015-10-15,Google,3692787
13931,2015-10-15,Texas Instruments,164242
13940,2015-10-15,Exelon,45617
13948,2015-10-15,TripAdvisor,105950
13950,2015-10-15,Workday,79939
13951,2015-10-15,Biogen,85765
13958,2015-10-15,CSX,39225
13963,2015-10-15,Electronic Arts (EA),215559
13983,2015-10-15,Starbucks,616116
13994,2015-10-15,Gilead Sciences,95504
13995,2015-10-15,Dollar Tree Stores,21736
13998,2015-10-15,Cerner Corporation,83492
14018,2015-10-15,Fastenal,25693
14022,2015-10-15,Netflix,240657
14027,2015-10-15,Costco Wholesale,116276
14041,2015-10-15,Splunk,46398
14045,2015-10-15,Vertex Pharmaceuticals,47056
14063,2015-10-15,Cadence Design Systems,41596
14083,2015-10-15,Comcast,140513
14086,2015-10-15,O'Reilly Auto Parts,15680
14101,2015-10-15,PACCAR,27585
14133,2015-10-15,NetEase,14005
14145,2015-10-15,Activision,70150
14146,2015-10-15,Qualcomm,223119
14149,2015-10-15,Paychex,39956
14167,2015-10-15,Dexcom,7311
14201,2015-10-15,ADP,268219
14258,2015-10-15,Illumina,47946
14284,2015-10-15,NVIDIA,144688
14288,2015-10-15,PepsiCo,1043714
14294,2015-10-15,Copart,9319
14297,2015-10-15,Intuit,100606
14300,2015-10-15,Microsoft,2595040
14302,2015-10-15,Amgen,192195
14310,2015-10-15,Facebook,1063059
14363,2015-10-16,AMD,120507
14386,2015-10-16,Cognizant,731281
14397,2015-10-16,CDW,56146
14403,2015-10-16,Intel Corporation,650111
